order_key,customer_key,date_key,geo_key,channel_key,payment_key,discount_rate_level_key,flag_key,campaign_key,total_items,unique_products,subtotal,discount_amount,discount_rate,shipping_cost,tax_amount,revenue,profit,profit_margin,days_to_ship,days_to_deliver,ship_to_delivery_days,order_date,ship_date,delivery_date
5112,7176,625,12,24,6,6,2,NULL,3,2,90.19,21.65,25.29,4.04,13.02,85.60,13.98,16.33,0,NULL,NULL,2025-09-16,2025-09-16,NULL
5113,725,154,18,21,6,1,4,NULL,4,4,31.41,0.00,0.00,4.30,2.20,37.91,11.23,29.62,0,7,7,2024-06-02,2024-06-02,2024-06-09
5114,13774,217,17,24,18,1,19,5,6,5,123.04,0.00,0.00,5.76,8.61,137.41,59.29,43.15,2,6,4,2024-08-04,2024-08-06,2024-08-10
5115,3870,524,20,22,8,1,20,NULL,5,3,299.34,0.00,0.00,0.00,20.95,320.29,99.75,31.14,2,6,4,2025-06-07,2025-06-09,2025-06-13
5116,11318,58,9,21,10,5,14,NULL,2,2,66.87,15.66,18.14,25.37,9.73,86.31,8.61,9.98,0,1,1,2024-02-27,2024-02-27,2024-02-28
5117,1310,265,20,13,18,5,9,NULL,6,5,133.63,20.53,15.16,14.37,7.92,135.39,35.54,26.25,0,2,2,2024-09-21,2024-09-21,2024-09-23
5118,18162,873,14,19,6,1,19,NULL,2,2,124.18,0.00,0.00,0.00,24.84,149.02,55.31,37.12,1,5,4,2026-05-22,2026-05-23,2026-05-27
5119,14785,208,10,13,7,1,4,NULL,1,1,16.88,0.00,0.00,4.33,3.21,24.42,7.55,30.92,1,6,5,2024-07-26,2024-07-27,2024-08-01
5120,17972,833,19,19,14,1,7,NULL,3,3,47.87,0.00,0.00,14.84,3.35,66.06,22.71,34.38,1,NULL,NULL,2026-04-12,2026-04-13,NULL
5121,10988,349,19,9,8,1,15,NULL,5,3,292.37,0.00,0.00,24.22,20.47,337.06,136.64,40.54,0,1,1,2024-12-14,2024-12-14,2024-12-15
5122,2796,825,10,9,18,1,9,NULL,3,1,72.44,0.00,0.00,12.67,13.76,98.87,24.89,25.17,0,2,2,2026-04-04,2026-04-04,2026-04-06
5123,18027,417,18,21,6,1,16,NULL,2,2,46.76,0.00,0.00,6.37,3.27,56.40,22.15,39.27,2,7,5,2025-02-20,2025-02-22,2025-02-27
5124,9257,114,19,20,18,1,9,NULL,4,4,109.15,0.00,0.00,14.52,7.64,131.31,36.38,27.71,1,2,1,2024-04-23,2024-04-24,2024-04-25
5125,21814,131,10,20,6,1,16,NULL,4,3,104.02,0.00,0.00,7.37,19.76,131.15,35.10,26.76,0,4,4,2024-05-10,2024-05-10,2024-05-14
5126,17763,825,17,22,10,6,16,NULL,3,2,201.01,35.79,20.24,0.00,11.57,176.79,35.28,19.96,1,5,4,2026-04-04,2026-04-05,2026-04-09
5127,5880,91,10,2,10,6,19,4,3,2,304.93,66.49,22.90,6.64,45.30,290.38,19.76,6.80,0,5,5,2024-03-31,2024-03-31,2024-04-05
5128,13429,54,17,21,6,1,4,NULL,5,2,181.14,0.00,0.00,4.09,12.68,197.91,63.39,32.03,0,5,5,2024-02-23,2024-02-23,2024-02-28
5129,18125,936,13,22,12,4,20,NULL,3,2,67.26,7.88,10.08,6.95,11.88,78.21,19.33,24.72,1,6,5,2026-07-24,2026-07-25,2026-07-30
5130,4214,166,17,20,6,3,19,NULL,5,3,115.69,9.10,7.47,7.83,7.46,121.88,31.75,26.05,2,6,4,2024-06-14,2024-06-16,2024-06-20
5131,4592,119,8,19,14,6,19,NULL,4,2,145.47,29.40,22.42,0.00,15.09,131.16,35.93,27.39,2,4,2,2024-04-28,2024-04-30,2024-05-02
5132,8608,834,13,20,6,1,1,NULL,4,4,161.38,0.00,0.00,0.00,32.28,193.66,60.46,31.22,0,7,7,2026-04-13,2026-04-13,2026-04-20
5133,18458,143,18,19,6,1,19,NULL,4,3,118.44,0.00,0.00,0.00,8.29,126.73,58.34,46.03,2,5,3,2024-05-22,2024-05-24,2024-05-27
5134,2611,889,1,3,18,1,19,NULL,7,5,270.93,0.00,0.00,0.00,27.09,298.02,116.40,39.06,2,6,4,2026-06-07,2026-06-09,2026-06-13
5135,18273,768,19,8,10,1,14,NULL,2,2,67.25,0.00,0.00,20.64,4.71,92.60,33.33,35.99,0,1,1,2026-02-06,2026-02-06,2026-02-07
5136,4392,965,19,23,18,1,1,NULL,5,4,90.85,0.00,0.00,3.43,6.36,100.64,31.67,31.47,0,5,5,2026-08-22,2026-08-22,2026-08-27
5137,3870,122,20,19,20,6,20,NULL,3,2,101.86,23.13,27.46,0.00,5.51,84.24,23.29,27.65,0,3,3,2024-05-01,2024-05-01,2024-05-04
5138,3518,176,19,24,19,1,17,5,3,3,99.40,0.00,0.00,6.84,6.96,113.20,37.14,32.81,2,NULL,NULL,2024-06-24,2024-06-26,NULL
5139,3416,973,20,21,18,5,19,NULL,3,2,85.03,12.61,15.19,5.51,5.07,83.00,20.46,24.65,0,4,4,2026-08-30,2026-08-30,2026-09-03
5140,10710,309,19,21,18,3,9,NULL,1,1,32.47,3.67,7.68,16.97,2.02,47.79,6.17,12.91,0,2,2,2024-11-04,2024-11-04,2024-11-06
5141,11057,192,8,20,10,4,18,NULL,4,2,87.27,10.10,10.81,6.25,10.03,93.45,17.35,18.57,NULL,NULL,NULL,2024-07-10,NULL,NULL
5142,7111,546,19,9,18,4,19,NULL,5,5,118.69,12.05,10.10,5.20,7.46,119.30,32.56,27.29,2,7,5,2025-06-29,2025-07-01,2025-07-06
5143,3945,627,5,22,10,1,19,7,2,2,58.21,0.00,0.00,7.54,7.57,73.32,22.43,30.59,1,5,4,2025-09-18,2025-09-19,2025-09-23
5144,6463,4,18,6,18,1,9,NULL,1,1,19.40,0.00,0.00,15.74,1.36,36.50,7.24,19.84,0,2,2,2024-01-04,2024-01-04,2024-01-06
5145,14267,3,14,11,7,1,19,NULL,1,1,85.44,0.00,0.00,5.41,17.09,107.94,33.15,30.71,1,6,5,2024-01-03,2024-01-04,2024-01-09
5146,20615,276,17,7,6,1,19,NULL,6,6,121.76,0.00,0.00,6.10,8.52,136.38,44.54,32.66,1,6,5,2024-10-02,2024-10-03,2024-10-08
5147,3905,497,14,9,7,5,18,NULL,6,6,300.22,55.23,18.32,7.53,49.00,301.52,47.51,15.76,NULL,NULL,NULL,2025-05-11,NULL,NULL
5148,8943,216,17,18,18,1,19,NULL,4,4,84.65,0.00,0.00,6.94,5.93,97.52,29.34,30.09,0,2,2,2024-08-03,2024-08-03,2024-08-05
5149,6223,354,20,23,6,1,9,NULL,2,2,61.85,0.00,0.00,17.55,4.33,83.73,25.68,30.67,1,3,2,2024-12-19,2024-12-20,2024-12-22
5150,11435,221,9,19,18,3,4,NULL,4,2,56.34,3.65,5.43,4.48,10.01,67.18,18.13,26.99,2,9,7,2024-08-08,2024-08-10,2024-08-17
5151,12214,781,10,21,6,1,17,NULL,1,1,6.90,0.00,0.00,5.66,1.31,13.87,2.14,15.43,0,NULL,NULL,2026-02-19,2026-02-19,NULL
5152,4430,920,14,23,7,1,18,NULL,2,2,66.84,0.00,0.00,7.49,13.37,87.70,19.48,22.21,NULL,NULL,NULL,2026-07-08,NULL,NULL
5153,5672,923,19,6,18,6,18,NULL,3,1,62.19,15.87,28.37,6.38,3.24,55.94,2.19,3.91,NULL,NULL,NULL,2026-07-11,NULL,NULL
5154,18706,643,3,5,18,1,19,NULL,5,4,92.86,0.00,0.00,5.37,9.29,107.52,35.74,33.24,2,5,3,2025-10-04,2025-10-06,2025-10-09
5155,5834,134,17,5,14,5,19,NULL,4,4,85.31,15.41,18.69,7.64,4.89,82.43,19.66,23.85,0,5,5,2024-05-13,2024-05-13,2024-05-18
5156,402,920,18,21,16,6,18,NULL,4,4,39.45,8.52,20.91,7.65,2.17,40.75,6.99,17.15,NULL,NULL,NULL,2026-07-08,NULL,NULL
5157,17470,701,18,21,6,3,9,NULL,3,2,137.31,11.08,7.29,16.91,8.84,151.98,40.62,26.73,1,2,1,2025-12-01,2025-12-02,2025-12-03
5158,5841,644,14,23,18,1,19,NULL,4,4,51.81,0.00,0.00,6.28,10.36,68.45,19.31,28.21,2,7,5,2025-10-05,2025-10-07,2025-10-12
5159,9427,387,17,21,19,3,18,NULL,4,3,25.72,1.73,5.15,7.89,1.68,33.56,6.76,20.14,NULL,NULL,NULL,2025-01-21,NULL,NULL
5160,3290,727,8,24,18,5,3,NULL,2,2,54.29,9.77,17.80,4.58,5.79,54.89,8.33,15.18,NULL,NULL,NULL,2025-12-27,NULL,NULL
5161,5284,94,17,22,6,4,9,2,3,3,47.17,6.84,11.75,15.07,2.82,58.22,16.43,28.22,1,2,1,2024-04-03,2024-04-04,2024-04-05
5162,14293,271,20,19,2,4,19,NULL,3,3,136.78,18.60,14.71,0.00,8.27,126.45,31.50,24.91,1,6,5,2024-09-27,2024-09-28,2024-10-03
5163,5668,592,11,22,18,1,9,3,1,1,25.66,0.00,0.00,12.27,4.88,42.81,9.91,23.15,1,2,1,2025-08-14,2025-08-15,2025-08-16
5164,13203,622,10,20,5,1,8,NULL,8,4,256.19,0.00,0.00,17.40,48.68,322.27,72.74,22.57,NULL,NULL,NULL,2025-09-13,NULL,NULL
5165,8250,329,19,20,10,6,8,NULL,1,1,55.90,16.56,28.09,16.86,2.75,58.95,8.33,14.13,NULL,NULL,NULL,2024-11-24,NULL,NULL
5166,20280,678,17,4,18,7,19,NULL,6,5,238.67,60.24,30.31,7.81,12.49,198.73,51.13,25.73,2,5,3,2025-11-08,2025-11-10,2025-11-13
5167,9195,863,19,21,6,3,9,NULL,3,2,44.34,5.54,9.41,17.34,2.72,58.86,14.68,24.94,1,3,2,2026-05-12,2026-05-13,2026-05-15
5168,16203,886,15,21,18,3,19,NULL,3,3,92.76,9.08,8.40,7.73,16.74,108.15,33.39,30.87,0,4,4,2026-06-04,2026-06-04,2026-06-08
5169,10233,894,18,6,18,7,19,NULL,1,1,122.69,35.07,35.50,5.05,6.13,98.80,25.35,25.66,0,4,4,2026-06-12,2026-06-12,2026-06-16
5170,10478,197,20,5,8,1,8,NULL,2,2,48.19,0.00,0.00,16.03,3.37,67.59,24.06,35.60,NULL,NULL,NULL,2024-07-15,NULL,NULL
5171,13459,918,1,22,6,4,4,NULL,1,1,17.38,2.24,10.66,4.37,1.51,21.02,3.49,16.60,0,6,6,2026-07-06,2026-07-06,2026-07-12
5172,9724,873,19,9,6,1,1,NULL,3,3,131.53,0.00,0.00,3.17,9.21,143.91,57.09,39.67,1,9,8,2026-05-22,2026-05-23,2026-05-31
5173,4803,149,20,23,6,6,19,NULL,3,3,124.48,29.14,26.94,6.16,6.67,108.17,14.42,13.33,0,2,2,2024-05-28,2024-05-28,2024-05-30
5174,21289,731,10,12,18,6,16,4,4,2,111.31,27.18,27.15,0.00,15.98,100.11,4.21,4.21,1,5,4,2025-12-31,2026-01-01,2026-01-05
5175,4260,29,10,22,10,1,9,NULL,4,3,27.54,0.00,0.00,13.27,5.23,46.04,13.07,28.39,0,1,1,2024-01-29,2024-01-29,2024-01-30
5176,4699,778,3,21,10,1,19,NULL,2,2,52.80,0.00,0.00,6.97,5.28,65.05,16.85,25.90,2,6,4,2026-02-16,2026-02-18,2026-02-22
5177,10439,289,20,6,12,6,20,NULL,6,5,253.72,54.52,25.58,0.00,13.94,213.14,48.62,22.81,1,5,4,2024-10-15,2024-10-16,2024-10-20
5178,6098,420,8,21,6,1,9,NULL,5,4,70.92,0.00,0.00,14.71,9.22,94.85,24.67,26.01,0,1,1,2025-02-23,2025-02-23,2025-02-24
5179,15377,623,8,7,6,1,12,NULL,5,5,470.99,0.00,0.00,0.00,61.23,532.22,223.90,42.07,0,NULL,NULL,2025-09-14,2025-09-14,NULL
5180,9216,62,17,20,6,1,17,2,5,2,86.26,0.00,0.00,6.63,6.04,98.93,32.24,32.59,2,NULL,NULL,2024-03-02,2024-03-04,NULL
5181,9936,610,18,1,8,1,10,NULL,5,5,212.10,0.00,0.00,14.19,14.85,241.14,95.54,39.62,0,1,1,2025-09-01,2025-09-01,2025-09-02
5182,9961,817,14,21,10,4,7,NULL,3,2,53.26,7.47,10.46,16.48,9.16,71.43,9.69,13.57,0,NULL,NULL,2026-03-27,2026-03-27,NULL
5183,8562,629,18,20,6,1,4,NULL,2,2,110.78,0.00,0.00,0.00,7.75,118.53,39.62,33.43,3,8,5,2025-09-20,2025-09-23,2025-09-28
5184,3457,556,20,10,6,6,18,NULL,2,2,41.64,9.50,22.83,7.22,2.25,41.61,6.65,15.98,NULL,NULL,NULL,2025-07-09,NULL,NULL
5185,15858,111,19,19,10,6,19,NULL,3,3,201.42,37.49,21.37,0.00,11.48,175.41,21.73,12.39,2,5,3,2024-04-20,2024-04-22,2024-04-25
5186,11960,350,14,7,10,3,9,NULL,3,3,185.98,20.31,9.42,16.70,33.13,215.50,70.31,32.63,0,1,1,2024-12-15,2024-12-15,2024-12-16
5187,18487,164,20,21,10,1,19,NULL,5,4,77.89,0.00,0.00,5.05,5.45,88.39,32.61,36.89,1,3,2,2024-06-12,2024-06-13,2024-06-15
5188,11618,456,10,20,18,6,17,NULL,4,4,261.41,52.76,21.25,0.00,39.64,248.29,43.01,17.32,2,NULL,NULL,2025-03-31,2025-04-02,NULL
5189,9973,326,19,9,6,6,19,NULL,2,2,40.67,8.46,21.00,5.82,2.25,40.28,3.69,9.16,1,4,3,2024-11-21,2024-11-22,2024-11-25
5190,4071,194,8,20,19,6,19,7,4,3,430.86,81.75,20.31,7.98,45.38,402.47,62.92,15.63,1,4,3,2024-07-12,2024-07-13,2024-07-16
5191,13921,382,10,2,6,5,16,NULL,1,1,12.71,3.23,18.69,6.00,1.80,17.28,2.96,17.13,1,6,5,2025-01-16,2025-01-17,2025-01-22
5192,11252,890,20,12,6,1,19,NULL,4,2,182.15,0.00,0.00,0.00,12.75,194.90,60.90,31.25,2,7,5,2026-06-08,2026-06-10,2026-06-15
5193,14996,168,11,4,14,1,18,NULL,1,1,12.71,0.00,0.00,5.93,2.41,21.05,5.39,25.61,NULL,NULL,NULL,2024-06-16,NULL,NULL
5194,4234,677,2,23,10,1,9,NULL,2,2,56.59,0.00,0.00,13.23,5.66,75.48,24.67,32.68,1,2,1,2025-11-07,2025-11-08,2025-11-09
5195,3557,534,19,20,16,5,18,7,1,1,15.46,3.19,15.55,7.38,0.86,20.51,1.48,7.22,NULL,NULL,NULL,2025-06-17,NULL,NULL
5196,4830,632,6,23,6,4,19,NULL,3,2,95.73,12.08,11.88,7.18,10.87,101.70,15.03,14.78,0,4,4,2025-09-23,2025-09-23,2025-09-27
5197,16133,208,3,22,20,6,20,NULL,1,1,14.76,4.20,24.53,5.50,1.06,17.12,0.08,0.47,2,4,2,2024-07-26,2024-07-28,2024-07-30
5198,8484,563,20,22,6,6,9,NULL,3,3,83.91,18.06,20.99,15.57,4.61,86.03,23.80,27.66,1,3,2,2025-07-16,2025-07-17,2025-07-19
5199,14014,78,20,23,6,1,19,NULL,1,1,20.67,0.00,0.00,5.99,1.45,28.11,6.64,23.62,0,5,5,2024-03-18,2024-03-18,2024-03-23
5200,5313,880,15,24,10,1,19,NULL,2,2,57.73,0.00,0.00,7.90,11.55,77.18,28.78,37.29,2,7,5,2026-05-29,2026-05-31,2026-06-05
5201,12250,646,3,21,6,1,4,NULL,4,3,201.30,0.00,0.00,3.44,20.13,224.87,57.52,25.58,1,7,6,2025-10-07,2025-10-08,2025-10-14
5202,10082,291,18,19,18,1,17,NULL,2,2,30.76,0.00,0.00,5.34,2.15,38.25,9.76,25.52,1,NULL,NULL,2024-10-17,2024-10-18,NULL
5203,16015,563,14,12,6,3,19,NULL,4,4,50.01,4.61,7.72,5.23,9.08,59.71,14.16,23.71,1,5,4,2025-07-16,2025-07-17,2025-07-21
5204,13624,221,18,2,8,1,20,NULL,3,3,94.97,0.00,0.00,5.53,6.65,107.15,42.54,39.70,1,6,5,2024-08-08,2024-08-09,2024-08-14
5205,1176,460,15,3,6,1,19,NULL,3,3,83.57,0.00,0.00,7.48,16.71,107.76,34.75,32.25,0,3,3,2025-04-04,2025-04-04,2025-04-07
5206,17565,75,10,21,18,1,4,NULL,2,2,122.83,0.00,0.00,3.34,23.34,149.51,56.87,38.04,2,7,5,2024-03-15,2024-03-17,2024-03-22
5207,15780,889,21,12,18,7,11,NULL,5,4,125.07,37.04,30.62,26.77,6.16,120.96,16.29,13.47,0,0,0,2026-06-07,2026-06-07,2026-06-07
5208,7503,158,19,21,6,1,4,NULL,1,1,13.75,0.00,0.00,4.64,0.96,19.35,5.92,30.59,3,10,7,2024-06-06,2024-06-09,2024-06-16
5209,3812,441,15,12,10,1,19,NULL,5,2,174.58,0.00,0.00,7.62,34.92,217.12,73.71,33.95,2,4,2,2025-03-16,2025-03-18,2025-03-20
5210,16827,741,19,22,8,6,20,NULL,3,2,95.95,22.33,25.84,7.63,5.15,86.40,10.68,12.36,2,4,2,2026-01-10,2026-01-12,2026-01-14
5211,15483,520,1,23,12,1,20,NULL,2,2,31.47,0.00,0.00,6.94,3.15,41.56,12.04,28.97,0,4,4,2025-06-03,2025-06-03,2025-06-07
5212,11986,549,14,12,11,1,18,6,2,2,44.27,0.00,0.00,7.86,8.85,60.98,16.79,27.53,NULL,NULL,NULL,2025-07-02,NULL,NULL
5213,9316,747,17,21,18,1,19,NULL,5,4,120.93,0.00,0.00,6.11,8.47,135.51,46.80,34.54,0,3,3,2026-01-16,2026-01-16,2026-01-19
5214,14465,144,20,3,6,1,19,NULL,3,3,30.84,0.00,0.00,5.10,2.16,38.10,12.49,32.78,2,7,5,2024-05-23,2024-05-25,2024-05-30
5215,9912,675,18,3,8,5,15,NULL,4,4,179.31,28.45,15.22,25.50,10.56,186.92,29.61,15.84,0,1,1,2025-11-05,2025-11-05,2025-11-06
5216,17677,810,6,19,6,3,11,NULL,3,2,140.90,8.62,5.77,0.00,17.20,149.48,47.35,31.68,0,0,0,2026-03-20,2026-03-20,2026-03-20
5217,7982,428,20,19,8,1,20,NULL,1,1,26.38,0.00,0.00,5.69,1.85,33.92,11.31,33.34,0,3,3,2025-03-03,2025-03-03,2025-03-06
5218,63,381,20,21,6,6,6,NULL,4,2,68.03,16.28,22.76,16.15,3.62,71.52,15.84,22.15,1,3,2,2025-01-15,2025-01-16,2025-01-18
5219,10686,751,17,22,20,1,8,6,5,5,59.31,0.00,0.00,12.14,4.15,75.60,25.69,33.98,NULL,NULL,NULL,2026-01-20,NULL,NULL
5220,10526,319,17,9,10,4,19,NULL,5,2,94.78,10.25,10.46,7.56,5.92,98.01,34.66,35.36,2,6,4,2024-11-14,2024-11-16,2024-11-20
5221,19333,591,19,6,5,1,18,2,3,3,38.03,0.00,0.00,5.09,2.66,45.78,15.87,34.67,NULL,NULL,NULL,2025-08-13,NULL,NULL
5222,9866,664,17,21,2,1,9,NULL,3,3,95.68,0.00,0.00,15.43,6.70,117.81,30.76,26.11,1,2,1,2025-10-25,2025-10-26,2025-10-27
5223,9143,852,17,22,20,1,18,NULL,4,3,328.23,0.00,0.00,5.91,22.98,357.12,111.75,31.29,NULL,NULL,NULL,2026-05-01,NULL,NULL
5224,16319,838,20,23,6,1,17,NULL,2,2,92.05,0.00,0.00,7.86,6.44,106.35,41.60,39.12,2,NULL,NULL,2026-04-17,2026-04-19,NULL
5225,3906,484,10,7,6,1,9,NULL,5,4,119.29,0.00,0.00,0.00,22.67,141.96,39.38,27.74,1,3,2,2025-04-28,2025-04-29,2025-05-01
5226,1206,925,10,22,18,1,6,2,5,3,69.37,0.00,0.00,12.13,13.18,94.68,31.11,32.86,0,2,2,2026-07-13,2026-07-13,2026-07-15
5227,5825,147,17,22,14,5,9,NULL,2,2,69.14,11.79,15.33,15.55,4.01,76.91,15.21,19.78,1,2,1,2024-05-26,2024-05-27,2024-05-28
5228,14179,435,20,21,10,6,19,NULL,5,5,121.41,26.64,24.41,7.75,6.63,109.15,17.10,15.67,2,4,2,2025-03-10,2025-03-12,2025-03-14
5229,1107,956,5,20,6,1,19,3,5,4,94.81,0.00,0.00,5.96,12.33,113.10,40.67,35.96,2,6,4,2026-08-13,2026-08-15,2026-08-19
5230,11013,486,18,20,6,1,17,NULL,6,5,454.67,0.00,0.00,5.26,31.83,491.76,167.01,33.96,2,NULL,NULL,2025-04-30,2025-05-02,NULL
5231,15452,165,17,8,10,1,17,NULL,3,3,51.75,0.00,0.00,7.04,3.62,62.41,20.41,32.70,0,NULL,NULL,2024-06-13,2024-06-13,NULL
5232,8262,722,17,24,8,7,20,NULL,2,2,34.15,9.82,30.91,5.74,1.70,31.77,1.76,5.54,1,3,2,2025-12-22,2025-12-23,2025-12-25
5233,901,12,5,20,18,1,1,7,6,3,112.84,0.00,0.00,0.00,14.67,127.51,34.03,26.69,3,7,4,2024-01-12,2024-01-15,2024-01-19
5234,17171,365,17,11,18,6,9,NULL,3,3,99.59,21.06,21.89,12.17,5.50,96.20,12.08,12.56,1,3,2,2024-12-30,2024-12-31,2025-01-02
5235,8791,644,17,10,18,1,19,NULL,2,2,39.11,0.00,0.00,7.69,2.74,49.54,14.65,29.57,1,3,2,2025-10-05,2025-10-06,2025-10-08
5236,3601,332,18,3,18,1,13,NULL,3,1,80.14,0.00,0.00,22.04,5.61,107.79,34.14,31.67,NULL,NULL,NULL,2024-11-27,NULL,NULL
5237,3365,779,8,12,6,4,19,NULL,5,4,31.32,3.93,10.27,7.30,3.56,38.25,5.04,13.18,2,7,5,2026-02-17,2026-02-19,2026-02-24
5238,15433,295,11,24,18,4,19,NULL,2,2,18.82,3.35,13.37,6.65,2.94,25.06,3.15,12.57,0,5,5,2024-10-21,2024-10-21,2024-10-26
5239,21912,139,19,20,6,1,4,NULL,6,6,279.56,0.00,0.00,0.00,19.57,299.13,111.30,37.21,3,7,4,2024-05-18,2024-05-21,2024-05-25
5240,16464,602,20,5,2,1,9,NULL,2,2,73.08,0.00,0.00,15.38,5.12,93.58,33.00,35.26,1,3,2,2025-08-24,2025-08-25,2025-08-27
5241,15125,247,6,19,10,1,16,NULL,2,2,216.59,0.00,0.00,7.06,28.16,251.81,102.81,40.83,0,2,2,2024-09-03,2024-09-03,2024-09-05
5242,8889,185,15,9,2,1,19,NULL,1,1,15.53,0.00,0.00,6.09,3.11,24.73,6.95,28.10,2,6,4,2024-07-03,2024-07-05,2024-07-09
5243,2787,909,15,10,6,1,4,NULL,3,1,31.49,0.00,0.00,4.15,6.30,41.94,11.85,28.25,0,5,5,2026-06-27,2026-06-27,2026-07-02
5244,20416,39,20,10,6,7,1,NULL,6,5,176.66,49.13,34.95,4.13,8.93,140.59,26.94,19.16,2,7,5,2024-02-08,2024-02-10,2024-02-15
5245,12769,898,20,21,6,1,16,NULL,4,3,93.73,0.00,0.00,7.89,6.56,108.18,34.09,31.51,0,3,3,2026-06-16,2026-06-16,2026-06-19
5246,12367,330,11,21,18,3,19,NULL,2,2,43.13,4.00,7.61,5.97,7.43,52.53,10.59,20.16,0,4,4,2024-11-25,2024-11-25,2024-11-29
5247,12487,269,15,3,12,1,20,NULL,2,2,71.71,0.00,0.00,5.38,14.34,91.43,32.76,35.83,2,7,5,2024-09-25,2024-09-27,2024-10-02
5248,3812,519,14,9,8,4,8,NULL,3,3,211.74,27.01,11.43,14.65,36.95,236.33,32.91,13.93,NULL,NULL,NULL,2025-06-02,NULL,NULL
5249,16295,476,5,8,18,6,9,NULL,3,3,98.38,21.80,21.27,15.96,9.96,102.50,6.52,6.36,1,2,1,2025-04-20,2025-04-21,2025-04-22
5250,636,899,1,16,18,4,13,5,1,1,18.39,4.89,12.93,22.98,1.35,37.83,2.66,7.03,NULL,NULL,NULL,2026-06-17,NULL,NULL
5251,9990,749,18,3,2,5,9,NULL,1,1,44.86,9.44,17.75,15.28,2.48,53.18,6.61,12.43,1,3,2,2026-01-18,2026-01-19,2026-01-21
5252,1569,793,14,11,18,1,14,NULL,5,5,86.82,0.00,0.00,22.12,17.36,126.30,27.45,21.73,0,1,1,2026-03-03,2026-03-03,2026-03-04
5253,9895,626,18,24,6,1,16,NULL,4,3,157.69,0.00,0.00,0.00,11.04,168.73,74.09,43.91,0,4,4,2025-09-17,2025-09-17,2025-09-21
5254,11760,628,3,21,14,4,9,NULL,1,1,49.78,8.77,14.55,15.17,4.10,60.28,15.19,25.20,0,1,1,2025-09-19,2025-09-19,2025-09-20
5255,1685,550,19,9,18,6,19,NULL,7,5,348.47,82.30,28.27,6.33,18.63,291.13,18.61,6.39,2,7,5,2025-07-03,2025-07-05,2025-07-10
5256,17355,910,19,22,12,6,10,NULL,5,5,94.38,20.68,22.12,14.65,5.16,93.51,17.29,18.49,0,1,1,2026-06-28,2026-06-28,2026-06-29
5257,1840,366,20,23,18,1,17,NULL,2,2,57.19,0.00,0.00,7.57,4.00,68.76,21.53,31.31,1,NULL,NULL,2024-12-31,2025-01-01,NULL
5258,9692,829,11,23,19,1,8,NULL,4,3,177.91,0.00,0.00,15.31,33.80,227.02,66.92,29.48,NULL,NULL,NULL,2026-04-08,NULL,NULL
5259,19376,175,14,23,10,1,19,NULL,4,4,124.50,0.00,0.00,5.89,24.90,155.29,36.18,23.30,1,6,5,2024-06-23,2024-06-24,2024-06-29
5260,5180,765,9,22,18,1,19,NULL,4,2,84.50,0.00,0.00,5.75,16.05,106.30,25.87,24.34,2,5,3,2026-02-03,2026-02-05,2026-02-08
5261,15026,831,11,21,10,1,19,NULL,5,4,227.12,0.00,0.00,6.93,43.15,277.20,97.53,35.18,1,5,4,2026-04-10,2026-04-11,2026-04-15
5262,4825,630,8,19,6,6,7,NULL,4,2,55.43,16.62,28.05,15.40,5.05,59.26,-0.54,-0.91,0,NULL,NULL,2025-09-21,2025-09-21,NULL
5263,15319,294,9,5,2,6,6,NULL,3,3,81.59,22.86,26.29,17.07,11.16,86.96,11.01,12.66,1,3,2,2024-10-20,2024-10-21,2024-10-23
5264,3537,931,20,21,10,1,19,NULL,3,3,95.44,0.00,0.00,5.34,6.68,107.46,41.50,38.62,1,3,2,2026-07-19,2026-07-20,2026-07-22
5265,16163,703,18,9,2,5,19,NULL,4,3,159.02,23.23,15.39,5.63,9.51,150.93,26.22,17.37,1,4,3,2025-12-03,2025-12-04,2025-12-07
5266,15657,144,17,4,18,4,17,NULL,1,1,14.72,2.50,13.08,6.04,0.86,19.12,4.08,21.34,2,NULL,NULL,2024-05-23,2024-05-25,NULL
5267,4307,742,8,14,18,5,19,NULL,5,5,76.51,12.98,16.65,6.19,8.26,77.98,13.60,17.44,0,4,4,2026-01-11,2026-01-11,2026-01-15
5268,8948,137,17,20,6,1,19,NULL,3,3,69.01,0.00,0.00,6.46,4.83,80.30,32.02,39.88,2,7,5,2024-05-16,2024-05-18,2024-05-23
5269,1819,421,20,21,10,1,4,NULL,2,2,71.87,0.00,0.00,3.67,5.03,80.57,22.20,27.55,0,7,7,2025-02-24,2025-02-24,2025-03-03
5270,20386,74,3,20,10,1,19,NULL,5,5,444.98,0.00,0.00,0.00,44.50,489.48,215.48,44.02,0,2,2,2024-03-14,2024-03-14,2024-03-16
5271,19069,282,19,19,18,1,17,NULL,3,2,64.00,0.00,0.00,6.51,4.48,74.99,18.30,24.40,0,NULL,NULL,2024-10-08,2024-10-08,NULL
5272,17817,327,20,22,6,5,16,NULL,4,4,346.51,53.15,16.93,0.00,20.54,313.90,113.34,36.11,0,2,2,2024-11-22,2024-11-22,2024-11-24
5273,7110,592,18,22,5,3,18,2,1,1,5.62,0.87,8.31,5.39,0.33,10.47,1.87,17.86,NULL,NULL,NULL,2025-08-14,NULL,NULL
5274,19585,948,17,22,6,7,4,4,4,3,73.91,20.45,33.61,3.64,3.74,60.84,6.66,10.95,0,8,8,2026-08-05,2026-08-05,2026-08-13
